Número de extracción;Fecha;Duración (h);Hora inicial alimentación;Hora  final alimentación;pH inicial licor liviano;Claridad inicial licor liviano (NTU);RF R1;RF R2;RF R3;RF R4;RF R5;RF R6;RF R7;RF R8;RF R9;RF R10;RF R11;RF R12;RF R13;RF R14;RF R15;RF R16;RF R17;RF R18;RF R19;RF R20;RF R21;RF R22;RF R23;RF R24;RF R25;RF R26;RF R27;Residuo total (in);Residuo total (kg);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;2018-09-15;21:35:00;20:40;15:30;2,96;51;;1;2;2;1;0,5;0,5;;2;1;2;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;20,0;2.330;;;;;;;;;;;;;;;;;;0;;;;;;;0;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
229;2018-09-16;25:45:00;21:15;17:00;2,85;67;;0,5;0,5;0,5;0,5;0,5;0,5;;1;1;1;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;3;3;3;3;3;3;;;28,5;1.929;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,0;;;;;;;21;0,0;;;;;;;;;;;;;;;;0;;;;;
230;2018-09-18;26:10:00;1:30;21:00;2,90;21;1;1;1;3;1;1;1;1;1;0,5;3;1;9;1;3;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;;;35,5;3.228;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;23;0,0;;;;;;;;;;;;;;;;0;;;;;
231;2018-09-19;24:00:00;5:00;1:00;2,87;85;0,5;0,5;6;1;0,5;2;0,5;0,5;0,5;2;1;2;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;24,0;1.222;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
232;2018-09-20;26:30:00;8:30;5:00;3,14;77;1;1;1;0,5;0,5;0,5;1;1;1;1;1;1;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;18,0;2.159;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
233;2018-09-21;24:30:00;12:00;6:00;2,94;60;1;6;1;0,5;0,5;1;1;1;0,5;1;1;8;9;2;2;0,5;0,5;0,5;0,5;1;0,5;1;1;1;0,5;;;42,5;2.824;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
234;2018-09-22;28:40:00;13:30;9:30;2,80;25;0;0,5;6;1;2;7;2;0;0;3;2;0,5;0;0,5;8;0,5;0,5;0,5;0,5;1;1;3;3;2;2;;;46,5;2.648;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;17;0,0;;;;;;;;;;;;;;;;0;;;;;
235;2018-09-23;27:30:00;22:00;17:00;3,00;34;;1;8;5;3;0,5;0,5;;1;3;2;3;1;0,5;0,5;0,5;0,5;0,5;0,5;1;1;3;4;1;2;;;43,0;1.122;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;24;0,0;;;;;;;;;;;;;;;;0;;;;;
236;2018-09-25;26:20:00;4:30;23:00;2,90;40;3;3;6;3;3;9;5;3;3;6;3;3;6;9;10;0,5;0,5;0,5;0,5;3;3;1;4;4;6;;;98,0;2.966;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;33;0,0;;;;;;;;;;;;;;;;0;;;;;
237;2018-09-26;29:15:00;9:30;7:30;3,36;27;1;1;1;1;1;2;2;1;1;1;1;1;4;2;2;0,5;0,5;0,5;0,5;2;2;2;2;2;2;;;36,0;3.265;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;33;0,0;;;;;;;;;;;;;;;;0;;;;;
238;2018-09-27;27:30:00;17:00;14:45;2,98;23;5;5;12;2;0,5;2;2;5;5;7;0,5;3;10;0;0,5;0,5;0,5;0,5;0,5;1;0,5;1;1;0,5;0,5;;;66,0;2.595;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;17;0,0;;;;;;;;;;;;;;;;0;;;;;
239;2018-09-28;29:45:00;22:30;21:00;2,85;25;3;6;1;1;1;0,5;1;2;2;7;1;1;6;0,5;1;0,5;0,5;0,5;0,5;2;2;1;1;0,5;0,5;;;43,0;3.599;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
240;2018-09-29;30:00:00;4:30;2:00;2,72;22;2;3;3;3;1;3;3;2;2;2;2;5;3;2;2;0,5;0,5;0,5;0,5;1;1;1;2;2;2;;;49,0;3.074;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;16;0,0;;;;;;;;;;;;;;;;0;;;;;
241;2018-10-01;29:30:00;10:00;9:00;3,32;114;4;5;4;4;1;0,5;0,5;4;5;5;6;3;3;1;2;0,5;0,5;0,5;0,5;2;2;2;2;0,5;0,5;;;59,0;2.340;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;18;0,0;;;;;;;;;;;;;;;;0;;;;;
242;2018-10-02;25:30:00;19:00;13:30;3,10;60;;0,5;8;2;0,5;0,5;4;;0,5;3;2;2;3;0,5;2;0,5;0,5;0,5;0,5;1;1;1;1;0,5;0,5;;;35,5;3.846;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;14;0,0;;;;;;;;;;;;;;;;0;;;;;
243;2018-10-03;27:15:00;23:00;18:30;3,14;138;1;1;1;2;2;2;;1;1;1;1;3;3;1;2;0,5;0,5;0,5;0,5;1;1;2;2;1;1;;;32,0;2.080;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;13;0,0;;;;;;;;;;;;;;;;0;;;;;
244;2018-10-04;29:30:00;7:30;5:00;3,00;120;;0,5;0,5;1;1;1;1;;0,5;0,5;1;6;1;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;21,0;1.737;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;11;0,0;;;;;;;;;;;;;;;;0;;;;;
245;2018-10-05;27:25:00;19:00;17:00;3,06;96;3;4;3;11;1;18;1;1;6;3;5;4;4;1;8;0,5;0,5;0,5;0,5;3;3;3;1;3;5;;;93,0;2.297;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;21;0,0;;;;;;;;;;;;;;;;0;;;;;
246;2018-10-06;27:00:00;1:00;0:00;3,03;233;1;2;1;4;4;6;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;;;47,0;3.644;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;30;0,0;;;;;;;;;;;;;;;;0;;;;;
247;2018-10-07;27:00:00;6:40;6:00;3,08;92;;;1;1;1;1;1;;0,5;1;2;2;;1;1;3;3;2;2;3;3;1;5;2;1;;;37,5;2.847;;;;;;;;;;;;;;;;;;0;;;;;;;8;0,5;;;;;;;27;0,0;;;;;;;;;;;;;;;;0;;;;;
248;2018-10-08;25:50:00;17:00;11:00;3,15;103;0,5;;2;0,5;1;1;1;2;1;2;1;1;;8;8;1;1;0,5;0,5;2;2;2;2;1;1;;;42,0;2.429;;;;;;;;;;;;;;;;;;0;;;;;;;10;2,0;;;;;;;25;0,0;;;;;;;;;;;;;;;;0;;;;;
249;2018-10-09;31:00:00;20:30;17:30;3,14;68;2;2;2;1;1;4;3;2;2;2;2;3;;4;4;1;0,5;1;0,5;1;1;4;4;1;3;;;51,0;2.121;;;;;;;;;;;;;;;;;;0;;;;;;;3;2,5;;;;;;;24;0,0;;;;;;;;;;;;;;;;0;;;;;
251;2018-10-11;29:00:00;11:00;7:15;2,87;23;1;1;1;1;1;1;1;4;3;3;2;;1;1;1;0,5;0,5;0,5;0,5;2;3;4;2;1;1;;;37,0;3.647;;;;;;;;;;;;;;;;;;0;;;;;;;#¡REF!;#¡REF!;;;;;;;13;0,0;;;;;;;;;;;;;;;#¡REF!;#¡REF!;;;;;
252;2018-10-12;28:20:00;17:00;14:00;2,98;37;3;3;24;2;1;1;1;4;4;12;2;3;2;2;2;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;74,0;4.270;;;;;;;;;;;;;;;;;;0;;;;;;;2;#¡REF!;;;;;;;19;0,0;;;;;;;;;;;;;;;;0;;;;;
253;2018-10-13;27:30:00;0:00;17:00;3,01;37;4;5;4;6;1;2;2;4;4;4;5;4;3;3;3;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;62,0;2.563;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
254;2018-10-18;42:00:00;21:30;22:00;2,74;121;;1;1;1;1;0,5;0;;;2;2;2;;0,5;0,5;1;1;1;1;1;1;1;1;1;1;;;21,5;2.677;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
255;2018-10-20;33:50:00;16:00;16:00;2,94;90;;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;14,0;1.757;;;;;;;;;;;;;;;;;;0;;;;;;;4;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
256;2018-10-21;28:30:00;2:30;0:00;3,18;110;4;5;13;14;3;5;8;;4;12;6;10;5;0,5;0,5;0,5;0,5;0,5;0,5;2;2;3;2;2;2;;;105,0;2.907;;;;;;;;;;;;;;;;;;0;;;;;;;2;1,0;;;;;;;19;0,0;;;;;;;;;;;;;;;;0;;;;;
257;2018-10-23;33:30:00;7:30;8:00;2,80;32;;0,5;4;3;3;1;1;6;1;2;6;4;2;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;43,5;2.549;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;19;0,0;;;;;;;;;;;;;;;;0;;;;;
258;2018-10-24;28:00:00;18:00;14:45;2,91;28;;;1;3;1;1;1;;;1;2;7;;1;1;2;2;0,5;0,5;1;1;1;1;1;1;;;30,0;1.952;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
259;2018-10-25;33:00:00;23:45;21:00;2,91;34;2;3;4;4;1;3;2;3;3;1;4;2;;3;2;1;1;1;1;1;1;2;2;1;3;;;51,0;2.682;;;;;;;;;;;;;;;;;;0;;;;;;;5;0,5;;;;;;;16;0,0;;;;;;;;;;;;;;;;0;;;;;
260;2018-10-27;29:50:00;10:00;6:30;2,90;43;;1;1;2;0,5;1;0,5;1;1;2;2;0,5;;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;;;21,0;1.530;;;;;;;;;;;;;;;;;;0;;;;;;;4;1,3;;;;;;;15;0,0;;;;;;;;;;;;;;;;0;;;;;
261;2018-10-29;34:00:00;16:30;14:30;3,09;159;;3;3;4;1;1;1;1;4;5;4;1;0,5;0,5;0,5;0,5;0,5;1;1;2;1;3;2;3;4;;;47,5;1.854;;;;;;;;;;;;;;;;;;0;;;;;;;2;1,0;;;;;;;20;0,0;;;;;;;;;;;;;;;;0;;;;;
262;2018-10-30;28:35:00;3:00;0:20;2,54;46;;1;1;2;0,5;1;1;;;;;2;;3;4;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;23,5;2.556;;;;;;;;;;;;;;;;;;0;;;;;;;3;0,5;;;;;;;21;0,0;;;;;;;;;;;;;;;;0;;;;;
263;2018-10-31;28:00:00;12:00;6:00;2,60;46;;1;1;1;0,5;2;5;;1;1;1;0,5;;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;20,5;2.333;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,8;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
264;2018-11-01;30:40:00;18:50;14:00;2,60;68;0.5;0.5;0.5;;0.5;1;1;0.5;0.5;0.5;;1;;1;1;0,5;0,5;0,5;0,5;1;1;1;2;2;2;;;16,0;2.406;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
265;2018-11-03;34:30:00;2:00;23:00;2,90;65;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;;;0,5;0,5;1;0,5;0,5;1;1;1;1;1;1;1;;;15,0;2.037;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;15;0,0;;;;;;;;;;;;;;;;0;;;;;
266;2018-11-04;28:00:00;13:00;9:00;2,79;166;3;3;3;2;1;1;2;3;3;3;2;1;;1;1;0,5;0,5;0,5;0,5;2;2;10;10;10;10;;;75,0;2.856;;;;;;;;;;;;;;;;;;0;;;;;;;3;0,5;;;;;;;50;0,0;;;;;;;;;;;;;;;;0;;;;;
267;2018-11-05;32:40:00;20:00;16:15;2,96;127;5;6;10;7;0,5;0,5;2;4;11;2;5;3;;3;4;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;68,0;2.907;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,8;;;;;;;47;0,0;;;;;;;;;;;;;;;;0;;;;;
268;2018-11-07;31:45:00;5:45;6:00;2,89;110;0,5;0,5;2;2;0,5;2;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;16,5;1.615;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
269;2018-11-08;33:15:00;15:30;15:00;3,17;86;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;;;12,5;1.738;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;7;0,0;;;;;;;;;;;;;;;;0;;;;;
270;2018-11-10;29:00:00;5:00;1:00;3,09;122;0,5;2;5;2;0,5;0,5;0,5;0,5;2;9;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;0,5;;;32,5;1.907;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
271;2018-11-11;26:30:00;11:00;5:00;3,34;137;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;25,0;2.274;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;10;0,0;;;;;;;;;;;;;;;;0;;;;;
272;2018-11-12;23:00:00;16:30;8:00;2,94;99;;3;2;3;2;1;1;;2;2;2;1;0,5;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;29,5;2.559;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;12;0,0;;;;;;;;;;;;;;;;0;;;;;
273;2018-11-13;31:30:00;18:30;15:15;2,90;45;;1;1;1;1;1;1;1;;;1;1;1;1;1;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;;;16,5;1.284;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
274;2018-11-15;25:30:00;5:00;1:00;2,97;96;2;0,5;2;3;1;;;0,5;1;2;2;2;4;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;26,0;2.328;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
275;2018-11-16;32:15:00;8:30;7:30;2,94;90;4;9;5;3;3;0,5;0,5;1;3;6;2;7;13;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;63,0;2.558;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
276;2018-11-17;24:15:00;21:00;16:00;3,23;15;0,5;0,5;0,5;3;2;4;1;0,5;0,5;1;2;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;23,0;2.346;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
277;2018-11-19;26:00:00;1:00;20:30;2,84;22;0,5;0,5;1;4;0,5;1;0,5;0,5;1;1;2;1;6;1;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;1;1;;;27,5;1.850;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
278;2018-11-20;27:20:00;4:00;0:00;3,03;45;1;2;3;3;2;1;1;3;3;3;3;2;1;1;;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;;;34,5;1.824;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
279;2018-11-21;28:30:00;9:30;6:30;3,25;52;0,5;0,5;1;1;1;1;1;0,5;0,5;1;1;1;1;1;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;17,0;2.321;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;7;0,0;;;;;;;;;;;;;;;;0;;;;;
280;2018-11-22;22:45:00;17:00;10:00;2,99;66;0,5;0,5;0,5;4;1;1;1;2;2;3;0,5;1;1;1;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;24,0;2.494;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
281;2018-11-23;26:00:00;18:00;14:30;2,84;50;1;1;4;4;3;1;2;2;2;1;2;2;2;2;;0,5;0,5;0,5;0,5;0,5;1;0,5;1;1;1;;;36,0;2.298;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
282;2018-11-24;28:00:00;21:00;19:30;2,83;77;1;2;2;2;1;3;1;1;1,5;2;1;1;1;1;;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;28,5;2.304;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;11;0,0;;;;;;;;;;;;;;;;0;;;;;
283;2018-11-26;25:40:00;5:00;1:00;3,03;99;5;6;3;2;1;0,5;0,5;2;2;2;2;1;1;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;33,5;2.708;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
284;2018-11-27;27:30:00;8:00;6:00;3,08;167;1;2;2;10;3;2;3;1;3;2;10;3;6;2;;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;58,0;2.339;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
285;2018-11-28;24:20:00;13:00;8:00;3,03;122;1;1;1;1;1;3;3;1;1;1;1;1;3;3;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;27,0;3.151;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
286;2018-11-29;25:00:00;15:00;9:00;3,04;49;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;3;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;0,5;;;19,5;2.710;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
287;2018-11-30;25:00:00;18:00;14:00;2,98;90;0,5;0,5;2;1;1;0,5;0,5;0,5;1;0,5;1;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;;;17,0;1.760;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
288;2018-12-01;33:00:00;21:00;18:00;2,93;26;1;2;1;8;2;2;2;2;2;2;2;3;3;2;2;0,5;0,5;0,5;0,5;1;2;1;2;1;2;;;47,0;1.876;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;13;0,0;;;;;;;;;;;;;;;;0;;;;;
289;2018-12-03;25:00:00;9:30;4:00;2,83;26;0,5;0,5;0,5;1;1;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;1;0,5;1;1;1;1;1;1;1;;;18,0;2.898;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;15;0,0;;;;;;;;;;;;;;;;0;;;;;
290;2018-12-04;25:10:00;12:30;5:00;3,05;60;0,5;0,5;2;1;0,5;1;0,5;0,5;0,5;2;3;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;19,5;1.292;;;;;;;;;;;;;;;;;;0;;;;;;;3;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
291;2018-12-05;26:10:00;15:00;9:00;3,02;43;0;1;2;1;1;2;2;0;1;2;1;1;4;2;2;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;27,5;1.486;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,8;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
292;2018-12-06;26:30:00;19:45;13:00;2,79;31;0,5;0,5;0,5;0,5;0,5;1;1;0,5;0,5;0,5;1;1;1;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;16,0;3.419;;;;;;;;;;;;;;;;;;0;;;;;;;2,5;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
293;2018-12-07;22:45:00;0:30;17:00;3,04;107;;0,5;0,5;1;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;2;1;1;1;1;1;0,5;0,5;0,5;;;18,5;2.232;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,6;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
294;2018-12-09;27:00:00;1:30;20:00;2,95;34;0,5;;2;2;3;0,5;0,5;0,5;2;2;1;3;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;26,0;2.557;;;;;;;;;;;;;;;;;;0;;;;;;;6;0,5;;;;;;;8;0,0;;;;;;;;;;;;;;;;0;;;;;
295;2018-12-10;24:00:00;7:00;0:45;3,09;37;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;25,0;2.291;;;;;;;;;;;;;;;;;;0;;;;;;;2;1,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
296;2018-12-11;25:15:00;12:40;6:30;3,00;50;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;15,0;2.100;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
297;2018-12-12;34:30:00;15:00;10:00;2,98;20;;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;11,5;2.470;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;6;0,0;;;;;;;;;;;;;;;;0;;;;;
298;2018-12-14;24:30:00;3:00;16:30;3,05;20;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;7;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;22,0;2.417;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
299;2018-12-15;24:45:00;4:00;23:00;2,97;30;1;3;6;7;2;1;;2;3;4;6;8;7;1;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;58,0;3.146;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
300;2018-12-16;25:30:00;6:00;0:00;3,03;30;0,5;0,5;0,5;3;4;6;;0,5;0,5;0,5;0,5;8;6;4;3;0,5;0,5;0,5;0,5;2;2;2;2;2;2;;;51,5;2.882;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;15;0,0;;;;;;;;;;;;;;;;0;;;;;
301;2018-12-17;22:45:00;13:30;3:00;3,00;74;1;2;2;2;0,5;1;1;;2;2;2;3;4;0,5;0,5;0,5;0,5;0,5;0,5;2;2;6;6;8;10;;;59,5;2.983;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;46;0,0;;;;;;;;;;;;;;;;0;;;;;
302;2018-12-18;25:00:00;10:00;8:00;3,10;60;1;1;2;2;1;1;1;1;;0,5;0,5;0,5;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;;;19,5;2.017;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;38;0,0;;;;;;;;;;;;;;;;0;;;;;
303;2018-12-19;19:00:00;18:00;6:00;3,00;50;0,5;0,5;0,5;0,5;0,5;0,5;12;0,5;;0,5;0,5;4;4;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;;30,5;2.671;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;7;0,0;;;;;;;;;;;;;;;;0;;;;;
304;2018-12-20;22:30:00;15:30;8:00;3,26;50;;0,5;1,5;1;0,5;1;1;2;0,5;2;1,5;1,5;1,5;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;;;24,5;2.972;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;9;0,0;;;;;;;;;;;;;;;;0;;;;;
305;2018-12-21;21:00:00;16:00;6:30;3,10;63;1;1;1;2;1;1;1,5;1,5;2;2;1;2;2;0,5;0,5;0,5;0,5;0,5;0,5;1;1;4;1;1;1;;;31,0;2.464;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;15;0,0;;;;;;;;;;;;;;;;0;;;;;
306;2018-12-22;21:30:00;17:00;6:00;3,09;95;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;;;17,0;2.353;;;;;;;;;;;;;;;;;;0;;;;;;;2;0,5;;;;;;;15;0,0;;;;;;;;;;;;;;;;0;;;;;
307;2018-12-23;24:20:00;16:00;8:30;2,91;106;1;2;5;2;1;1;1;2;4;2;;1;1;0,5;0,5;0,5;0,5;2;2;2;2;2;2;2;2;;;41,0;2.730;;;;;;;;;;;;;;;;;;0;;;;;;;3;0,5;;;;;;;18;0,0;;;;;;;;;;;;;;;;0;;;;;
